candidate,county,district,election_date,office,party,scope,state,votes
Blank,Westchester,18,2014-11-04,U.S. House,,general,NY,566
Blank,Total,18,2014-11-04,U.S. House,,general,NY,7614
Void,Orange,18,2014-11-04,U.S. House,,general,NY,0
Void,Putnam,18,2014-11-04,U.S. House,,general,NY,0
Void,Dutchess,18,2014-11-04,U.S. House,,general,NY,10
Void,Westchester,18,2014-11-04,U.S. House,,general,NY,0
Void,Total,18,2014-11-04,U.S. House,,general,NY,10
Scattering,Orange,18,2014-11-04,U.S. House,,general,NY,86
Scattering,Putnam,18,2014-11-04,U.S. House,,general,NY,15
Scattering,Dutchess,18,2014-11-04,U.S. House,,general,NY,32
Scattering,Westchester,18,2014-11-04,U.S. House,,general,NY,11
Scattering,Total,18,2014-11-04,U.S. House,,general,NY,144
Total,Orange,18,2014-11-04,U.S. House,,general,NY,91222
Total,Putnam,18,2014-11-04,U.S. House,,general,NY,28042
Total,Dutchess,18,2014-11-04,U.S. House,,general,NY,44036
Total,Westchester,18,2014-11-04,U.S. House,,general,NY,23415
Total,Total,18,2014-11-04,U.S. House,,general,NY,186715
Sean S. Eldridge,Columbia,19,2014-11-04,U.S. House,DEM,general,NY,6158
Sean S. Eldridge,Delaware,19,2014-11-04,U.S. House,DEM,general,NY,2816
Sean S. Eldridge,Greene,19,2014-11-04,U.S. House,DEM,general,NY,3152
Sean S. Eldridge,Otsego,19,2014-11-04,U.S. House,DEM,general,NY,4454
Sean S. Eldridge,Schoharie,19,2014-11-04,U.S. House,DEM,general,NY,1770
Sean S. Eldridge,Sullivan,19,2014-11-04,U.S. House,DEM,general,NY,5865
Sean S. Eldridge,Ulster,19,2014-11-04,U.S. House,DEM,general,NY,19585
Sean S. Eldridge,Broome,19,2014-11-04,U.S. House,DEM,general,NY,103
Sean S. Eldridge,Dutchess,19,2014-11-04,U.S. House,DEM,general,NY,11068
Sean S. Eldridge,Montgomery,19,2014-11-04,U.S. House,DEM,general,NY,693
Sean S. Eldridge,Rensselaer,19,2014-11-04,U.S. House,DEM,general,NY,4869
Sean S. Eldridge,Total,19,2014-11-04,U.S. House,DEM,general,NY,60533
Christopher P. Gibson,Columbia,19,2014-11-04,U.S. House,REP,general,NY,10496
Christopher P. Gibson,Delaware,19,2014-11-04,U.S. House,REP,general,NY,7928
Christopher P. Gibson,Greene,19,2014-11-04,U.S. House,REP,general,NY,9168
Christopher P. Gibson,Otsego,19,2014-11-04,U.S. House,REP,general,NY,8669
Christopher P. Gibson,Schoharie,19,2014-11-04,U.S. House,REP,general,NY,5899
Christopher P. Gibson,Sullivan,19,2014-11-04,U.S. House,REP,general,NY,8326
Christopher P. Gibson,Ulster,19,2014-11-04,U.S. House,REP,general,NY,20918
Christopher P. Gibson,Broome,19,2014-11-04,U.S. House,REP,general,NY,449
Christopher P. Gibson,Dutchess,19,2014-11-04,U.S. House,REP,general,NY,15526
Christopher P. Gibson,Montgomery,19,2014-11-04,U.S. House,REP,general,NY,2334
Christopher P. Gibson,Rensselaer,19,2014-11-04,U.S. House,REP,general,NY,12405
Christopher P. Gibson,Total,19,2014-11-04,U.S. House,REP,general,NY,102118
Christopher P. Gibson,Columbia,19,2014-11-04,U.S. House,CON,general,NY,1957
Christopher P. Gibson,Delaware,19,2014-11-04,U.S. House,CON,general,NY,939
Christopher P. Gibson,Greene,19,2014-11-04,U.S. House,CON,general,NY,1737
Christopher P. Gibson,Otsego,19,2014-11-04,U.S. House,CON,general,NY,1225
Christopher P. Gibson,Schoharie,19,2014-11-04,U.S. House,CON,general,NY,1320
Christopher P. Gibson,Sullivan,19,2014-11-04,U.S. House,CON,general,NY,1727
Christopher P. Gibson,Ulster,19,2014-11-04,U.S. House,CON,general,NY,4723
Christopher P. Gibson,Broome,19,2014-11-04,U.S. House,CON,general,NY,39
Christopher P. Gibson,Dutchess,19,2014-11-04,U.S. House,CON,general,NY,3284
Christopher P. Gibson,Montgomery,19,2014-11-04,U.S. House,CON,general,NY,449
Christopher P. Gibson,Rensselaer,19,2014-11-04,U.S. House,CON,general,NY,3020
Christopher P. Gibson,Total,19,2014-11-04,U.S. House,CON,general,NY,20420
Sean S. Eldridge,Columbia,19,2014-11-04,U.S. House,WOR,general,NY,1090
Sean S. Eldridge,Delaware,19,2014-11-04,U.S. House,WOR,general,NY,569
Sean S. Eldridge,Greene,19,2014-11-04,U.S. House,WOR,general,NY,581
Sean S. Eldridge,Otsego,19,2014-11-04,U.S. House,WOR,general,NY,839
Sean S. Eldridge,Schoharie,19,2014-11-04,U.S. House,WOR,general,NY,355
Sean S. Eldridge,Sullivan,19,2014-11-04,U.S. House,WOR,general,NY,906
Sean S. Eldridge,Ulster,19,2014-11-04,U.S. House,WOR,general,NY,4810
Sean S. Eldridge,Broome,19,2014-11-04,U.S. House,WOR,general,NY,16
Sean S. Eldridge,Dutchess,19,2014-11-04,U.S. House,WOR,general,NY,1645
Sean S. Eldridge,Montgomery,19,2014-11-04,U.S. House,WOR,general,NY,135
Sean S. Eldridge,Rensselaer,19,2014-11-04,U.S. House,WOR,general,NY,991
Sean S. Eldridge,Total,19,2014-11-04,U.S. House,WOR,general,NY,11937
Christopher P. Gibson,Columbia,19,2014-11-04,U.S. House,IND,general,NY,1176
Christopher P. Gibson,Delaware,19,2014-11-04,U.S. House,IND,general,NY,504
Christopher P. Gibson,Greene,19,2014-11-04,U.S. House,IND,general,NY,715
Christopher P. Gibson,Otsego,19,2014-11-04,U.S. House,IND,general,NY,728
Christopher P. Gibson,Schoharie,19,2014-11-04,U.S. House,IND,general,NY,498
Christopher P. Gibson,Sullivan,19,2014-11-04,U.S. House,IND,general,NY,649
Christopher P. Gibson,Ulster,19,2014-11-04,U.S. House,IND,general,NY,2110
Christopher P. Gibson,Broome,19,2014-11-04,U.S. House,IND,general,NY,22
Christopher P. Gibson,Dutchess,19,2014-11-04,U.S. House,IND,general,NY,1101
Christopher P. Gibson,Montgomery,19,2014-11-04,U.S. House,IND,general,NY,159
Christopher P. Gibson,Rensselaer,19,2014-11-04,U.S. House,IND,general,NY,1394
Christopher P. Gibson,Total,19,2014-11-04,U.S. House,IND,general,NY,9056
Blank,Columbia,19,2014-11-04,U.S. House,,general,NY,397
Blank,Delaware,19,2014-11-04,U.S. House,,general,NY,283
Blank,Greene,19,2014-11-04,U.S. House,,general,NY,585
Blank,Otsego,19,2014-11-04,U.S. House,,general,NY,541
Blank,Schoharie,19,2014-11-04,U.S. House,,general,NY,190
Blank,Sullivan,19,2014-11-04,U.S. House,,general,NY,595
Blank,Ulster,19,2014-11-04,U.S. House,,general,NY,1655
Blank,Broome,19,2014-11-04,U.S. House,,general,NY,33
Blank,Dutchess,19,2014-11-04,U.S. House,,general,NY,1059
Blank,Montgomery,19,2014-11-04,U.S. House,,general,NY,153
Blank,Rensselaer,19,2014-11-04,U.S. House,,general,NY,608
Blank,Total,19,2014-11-04,U.S. House,,general,NY,6099
Void,Columbia,19,2014-11-04,U.S. House,,general,NY,13
Void,Delaware,19,2014-11-04,U.S. House,,general,NY,7
Void,Greene,19,2014-11-04,U.S. House,,general,NY,4
Void,Otsego,19,2014-11-04,U.S. House,,general,NY,1
Void,Schoharie,19,2014-11-04,U.S. House,,general,NY,5
Void,Sullivan,19,2014-11-04,U.S. House,,general,NY,8
Void,Ulster,19,2014-11-04,U.S. House,,general,NY,38
Void,Broome,19,2014-11-04,U.S. House,,general,NY,0
Void,Dutchess,19,2014-11-04,U.S. House,,general,NY,3
Void,Montgomery,19,2014-11-04,U.S. House,,general,NY,0
Void,Rensselaer,19,2014-11-04,U.S. House,,general,NY,0
Void,Total,19,2014-11-04,U.S. House,,general,NY,79
Scattering,Columbia,19,2014-11-04,U.S. House,,general,NY,16
Scattering,Delaware,19,2014-11-04,U.S. House,,general,NY,6
Scattering,Greene,19,2014-11-04,U.S. House,,general,NY,4
Scattering,Otsego,19,2014-11-04,U.S. House,,general,NY,5
Scattering,Schoharie,19,2014-11-04,U.S. House,,general,NY,6
Scattering,Sullivan,19,2014-11-04,U.S. House,,general,NY,7
Scattering,Ulster,19,2014-11-04,U.S. House,,general,NY,48
Scattering,Broome,19,2014-11-04,U.S. House,,general,NY,0
Scattering,Dutchess,19,2014-11-04,U.S. House,,general,NY,16
Scattering,Montgomery,19,2014-11-04,U.S. House,,general,NY,1
Scattering,Rensselaer,19,2014-11-04,U.S. House,,general,NY,0
Scattering,Total,19,2014-11-04,U.S. House,,general,NY,109
Total,Columbia,19,2014-11-04,U.S. House,,general,NY,21303
Total,Delaware,19,2014-11-04,U.S. House,,general,NY,13052
Total,Greene,19,2014-11-04,U.S. House,,general,NY,15946
Total,Otsego,19,2014-11-04,U.S. House,,general,NY,16462
Total,Schoharie,19,2014-11-04,U.S. House,,general,NY,10043
Total,Sullivan,19,2014-11-04,U.S. House,,general,NY,18083
Total,Ulster,19,2014-11-04,U.S. House,,general,NY,53887
Total,Broome,19,2014-11-04,U.S. House,,general,NY,662
Total,Dutchess,19,2014-11-04,U.S. House,,general,NY,33702
Total,Montgomery,19,2014-11-04,U.S. House,,general,NY,3924
Total,Rensselaer,19,2014-11-04,U.S. House,,general,NY,23287
Total,Total,19,2014-11-04,U.S. House,,general,NY,210351
Paul D. Tonko,Albany,20,2014-11-04,U.S. House,DEM,general,NY,47988
Paul D. Tonko,Schenectady,20,2014-11-04,U.S. House,DEM,general,NY,21201
Paul D. Tonko,Montgomery,20,2014-11-04,U.S. House,DEM,general,NY,4132
Paul D. Tonko,Rensselaer,20,2014-11-04,U.S. House,DEM,general,NY,11826
Paul D. Tonko,Saratoga,20,2014-11-04,U.S. House,DEM,general,NY,18290
Paul D. Tonko,Total,20,2014-11-04,U.S. House,DEM,general,NY,103437
James M. Fischer,Albany,20,2014-11-04,U.S. House,REP,general,NY,22440
James M. Fischer,Schenectady,20,2014-11-04,U.S. House,REP,general,NY,13603
James M. Fischer,Montgomery,20,2014-11-04,U.S. House,REP,general,NY,3312
James M. Fischer,Rensselaer,20,2014-11-04,U.S. House,REP,general,NY,6724
James M. Fischer,Saratoga,20,2014-11-04,U.S. House,REP,general,NY,15741
James M. Fischer,Total,20,2014-11-04,U.S. House,REP,general,NY,61820
James M. Fischer,Albany,20,2014-11-04,U.S. House,CON,general,NY,6025
James M. Fischer,Schenectady,20,2014-11-04,U.S. House,CON,general,NY,4245
James M. Fischer,Montgomery,20,2014-11-04,U.S. House,CON,general,NY,938
James M. Fischer,Rensselaer,20,2014-11-04,U.S. House,CON,general,NY,2009
James M. Fischer,Saratoga,20,2014-11-04,U.S. House,CON,general,NY,4067
James M. Fischer,Total,20,2014-11-04,U.S. House,CON,general,NY,17284
Paul D. Tonko,Albany,20,2014-11-04,U.S. House,WOR,general,NY,5390
Paul D. Tonko,Schenectady,20,2014-11-04,U.S. House,WOR,general,NY,2274
Paul D. Tonko,Montgomery,20,2014-11-04,U.S. House,WOR,general,NY,325
Paul D. Tonko,Rensselaer,20,2014-11-04,U.S. House,WOR,general,NY,1445
Paul D. Tonko,Saratoga,20,2014-11-04,U.S. House,WOR,general,NY,1851
Paul D. Tonko,Total,20,2014-11-04,U.S. House,WOR,general,NY,11285
Paul D. Tonko,Albany,20,2014-11-04,U.S. House,IND,general,NY,4215
Paul D. Tonko,Schenectady,20,2014-11-04,U.S. House,IND,general,NY,2329
Paul D. Tonko,Montgomery,20,2014-11-04,U.S. House,IND,general,NY,368
Paul D. Tonko,Rensselaer,20,2014-11-04,U.S. House,IND,general,NY,1497
Paul D. Tonko,Saratoga,20,2014-11-04,U.S. House,IND,general,NY,1980
Paul D. Tonko,Total,20,2014-11-04,U.S. House,IND,general,NY,10389
Blank,Albany,20,2014-11-04,U.S. House,,general,NY,3235
Blank,Schenectady,20,2014-11-04,U.S. House,,general,NY,1527
Blank,Montgomery,20,2014-11-04,U.S. House,,general,NY,305
Blank,Rensselaer,20,2014-11-04,U.S. House,,general,NY,1014
Blank,Saratoga,20,2014-11-04,U.S. House,,general,NY,1450
Blank,Total,20,2014-11-04,U.S. House,,general,NY,7531
Void,Albany,20,2014-11-04,U.S. House,,general,NY,70
Void,Schenectady,20,2014-11-04,U.S. House,,general,NY,30
Void,Montgomery,20,2014-11-04,U.S. House,,general,NY,2
Void,Rensselaer,20,2014-11-04,U.S. House,,general,NY,0
Void,Saratoga,20,2014-11-04,U.S. House,,general,NY,3
Void,Total,20,2014-11-04,U.S. House,,general,NY,105
Scattering,Albany,20,2014-11-04,U.S. House,,general,NY,52
Scattering,Schenectady,20,2014-11-04,U.S. House,,general,NY,27
Scattering,Montgomery,20,2014-11-04,U.S. House,,general,NY,6
Scattering,Rensselaer,20,2014-11-04,U.S. House,,general,NY,0
Scattering,Saratoga,20,2014-11-04,U.S. House,,general,NY,29
Scattering,Total,20,2014-11-04,U.S. House,,general,NY,114
Total,Albany,20,2014-11-04,U.S. House,,general,NY,89415
Total,Schenectady,20,2014-11-04,U.S. House,,general,NY,45236
Total,Montgomery,20,2014-11-04,U.S. House,,general,NY,9388
Total,Rensselaer,20,2014-11-04,U.S. House,,general,NY,24515
Total,Saratoga,20,2014-11-04,U.S. House,,general,NY,43411
Total,Total,20,2014-11-04,U.S. House,,general,NY,211965
Aaron G. Woolf,Clinton,21,2014-11-04,U.S. House,DEM,general,NY,8358
Aaron G. Woolf,Essex,21,2014-11-04,U.S. House,DEM,general,NY,4524
Aaron G. Woolf,Franklin,21,2014-11-04,U.S. House,DEM,general,NY,4237
Aaron G. Woolf,Fulton,21,2014-11-04,U.S. House,DEM,general,NY,3070
Aaron G. Woolf,Hamilton,21,2014-11-04,U.S. House,DEM,general,NY,522
Aaron G. Woolf,Jefferson,21,2014-11-04,U.S. House,DEM,general,NY,6674
Aaron G. Woolf,Lewis,21,2014-11-04,U.S. House,DEM,general,NY,1596
Aaron G. Woolf,St. Lawrence,21,2014-11-04,U.S. House,DEM,general,NY,8796
Aaron G. Woolf,Warren,21,2014-11-04,U.S. House,DEM,general,NY,4450
Aaron G. Woolf,Washington,21,2014-11-04,U.S. House,DEM,general,NY,3830
Aaron G. Woolf,Herkimer,21,2014-11-04,U.S. House,DEM,general,NY,562
Aaron G. Woolf,Saratoga,21,2014-11-04,U.S. House,DEM,general,NY,6521
Aaron G. Woolf,Total,21,2014-11-04,U.S. House,DEM,general,NY,53140
Elise M. Stefanik,Clinton,21,2014-11-04,U.S. House,REP,general,NY,6777
Elise M. Stefanik,Essex,21,2014-11-04,U.S. House,REP,general,NY,4049
Elise M. Stefanik,Franklin,21,2014-11-04,U.S. House,REP,general,NY,4075
Elise M. Stefanik,Fulton,21,2014-11-04,U.S. House,REP,general,NY,7728
Elise M. Stefanik,Hamilton,21,2014-11-04,U.S. House,REP,general,NY,1376
Elise M. Stefanik,Jefferson,21,2014-11-04,U.S. House,REP,general,NY,12642
Elise M. Stefanik,Lewis,21,2014-11-04,U.S. House,REP,general,NY,3693
Elise M. Stefanik,St. Lawrence,21,2014-11-04,U.S. House,REP,general,NY,10816
Elise M. Stefanik,Warren,21,2014-11-04,U.S. House,REP,general,NY,7941
Elise M. Stefanik,Washington,21,2014-11-04,U.S. House,REP,general,NY,6585
Elise M. Stefanik,Herkimer,21,2014-11-04,U.S. House,REP,general,NY,1575
Elise M. Stefanik,Saratoga,21,2014-11-04,U.S. House,REP,general,NY,12358
Elise M. Stefanik,Total,21,2014-11-04,U.S. House,REP,general,NY,79615
Elise M. Stefanik,Clinton,21,2014-11-04,U.S. House,CON,general,NY,1150
Elise M. Stefanik,Essex,21,2014-11-04,U.S. House,CON,general,NY,453
Elise M. Stefanik,Franklin,21,2014-11-04,U.S. House,CON,general,NY,500
Elise M. Stefanik,Fulton,21,2014-11-04,U.S. House,CON,general,NY,1186
Elise M. Stefanik,Hamilton,21,2014-11-04,U.S. House,CON,general,NY,211
Elise M. Stefanik,Jefferson,21,2014-11-04,U.S. House,CON,general,NY,1535
Elise M. Stefanik,Lewis,21,2014-11-04,U.S. House,CON,general,NY,546
Elise M. Stefanik,St. Lawrence,21,2014-11-04,U.S. House,CON,general,NY,1377
Elise M. Stefanik,Warren,21,2014-11-04,U.S. House,CON,general,NY,1256
Elise M. Stefanik,Washington,21,2014-11-04,U.S. House,CON,general,NY,1294
Elise M. Stefanik,Herkimer,21,2014-11-04,U.S. House,CON,general,NY,219
Elise M. Stefanik,Saratoga,21,2014-11-04,U.S. House,CON,general,NY,2480
Elise M. Stefanik,Total,21,2014-11-04,U.S. House,CON,general,NY,12207
Aaron G. Woolf,Clinton,21,2014-11-04,U.S. House,WOR,general,NY,1020
Aaron G. Woolf,Essex,21,2014-11-04,U.S. House,WOR,general,NY,494
Aaron G. Woolf,Franklin,21,2014-11-04,U.S. House,WOR,general,NY,395
Aaron G. Woolf,Fulton,21,2014-11-04,U.S. House,WOR,general,NY,358
Aaron G. Woolf,Hamilton,21,2014-11-04,U.S. House,WOR,general,NY,62
Aaron G. Woolf,Jefferson,21,2014-11-04,U.S. House,WOR,general,NY,622
Aaron G. Woolf,Lewis,21,2014-11-04,U.S. House,WOR,general,NY,177
Aaron G. Woolf,St. Lawrence,21,2014-11-04,U.S. House,WOR,general,NY,864
Aaron G. Woolf,Warren,21,2014-11-04,U.S. House,WOR,general,NY,472
Aaron G. Woolf,Washington,21,2014-11-04,U.S. House,WOR,general,NY,528
Aaron G. Woolf,Herkimer,21,2014-11-04,U.S. House,WOR,general,NY,57
Aaron G. Woolf,Saratoga,21,2014-11-04,U.S. House,WOR,general,NY,874
Aaron G. Woolf,Total,21,2014-11-04,U.S. House,WOR,general,NY,5923
Elise M. Stefanik,Clinton,21,2014-11-04,U.S. House,IND,general,NY,543
Elise M. Stefanik,Essex,21,2014-11-04,U.S. House,IND,general,NY,192
Elise M. Stefanik,Franklin,21,2014-11-04,U.S. House,IND,general,NY,237
Elise M. Stefanik,Fulton,21,2014-11-04,U.S. House,IND,general,NY,322
Elise M. Stefanik,Hamilton,21,2014-11-04,U.S. House,IND,general,NY,44
Elise M. Stefanik,Jefferson,21,2014-11-04,U.S. House,IND,general,NY,698
Elise M. Stefanik,Lewis,21,2014-11-04,U.S. House,IND,general,NY,152
Elise M. Stefanik,St. Lawrence,21,2014-11-04,U.S. House,IND,general,NY,615
Elise M. Stefanik,Warren,21,2014-11-04,U.S. House,IND,general,NY,408
Elise M. Stefanik,Washington,21,2014-11-04,U.S. House,IND,general,NY,402
Elise M. Stefanik,Herkimer,21,2014-11-04,U.S. House,IND,general,NY,76
Elise M. Stefanik,Saratoga,21,2014-11-04,U.S. House,IND,general,NY,715
Elise M. Stefanik,Total,21,2014-11-04,U.S. House,IND,general,NY,4404
Matthew J. Funiciello,Clinton,21,2014-11-04,U.S. House,GRE,general,NY,1943
Matthew J. Funiciello,Essex,21,2014-11-04,U.S. House,GRE,general,NY,1357
Matthew J. Funiciello,Franklin,21,2014-11-04,U.S. House,GRE,general,NY,1035
Matthew J. Funiciello,Fulton,21,2014-11-04,U.S. House,GRE,general,NY,510
Matthew J. Funiciello,Hamilton,21,2014-11-04,U.S. House,GRE,general,NY,140
Matthew J. Funiciello,Jefferson,21,2014-11-04,U.S. House,GRE,general,NY,1965
Matthew J. Funiciello,Lewis,21,2014-11-04,U.S. House,GRE,general,NY,625
Matthew J. Funiciello,St. Lawrence,21,2014-11-04,U.S. House,GRE,general,NY,2518
Matthew J. Funiciello,Warren,21,2014-11-04,U.S. House,GRE,general,NY,4443
Matthew J. Funiciello,Washington,21,2014-11-04,U.S. House,GRE,general,NY,2375
Matthew J. Funiciello,Herkimer,21,2014-11-04,U.S. House,GRE,general,NY,85
Matthew J. Funiciello,Saratoga,21,2014-11-04,U.S. House,GRE,general,NY,2242
Matthew J. Funiciello,Total,21,2014-11-04,U.S. House,GRE,general,NY,19238
Blank,Clinton,21,2014-11-04,U.S. House,,general,NY,507
Blank,Essex,21,2014-11-04,U.S. House,,general,NY,405
Blank,Franklin,21,2014-11-04,U.S. House,,general,NY,306
Blank,Fulton,21,2014-11-04,U.S. House,,general,NY,741
Blank,Hamilton,21,2014-11-04,U.S. House,,general,NY,90
Blank,Jefferson,21,2014-11-04,U.S. House,,general,NY,858
Blank,Lewis,21,2014-11-04,U.S. House,,general,NY,202
Blank,St. Lawrence,21,2014-11-04,U.S. House,,general,NY,1057
Blank,Warren,21,2014-11-04,U.S. House,,general,NY,678
Blank,Washington,21,2014-11-04,U.S. House,,general,NY,574
Blank,Herkimer,21,2014-11-04,U.S. House,,general,NY,210
Blank,Saratoga,21,2014-11-04,U.S. House,,general,NY,1175
Blank,Total,21,2014-11-04,U.S. House,,general,NY,6803
Void,Clinton,21,2014-11-04,U.S. House,,general,NY,5
Void,Essex,21,2014-11-04,U.S. House,,general,NY,0
Void,Franklin,21,2014-11-04,U.S. House,,general,NY,6
Void,Fulton,21,2014-11-04,U.S. House,,general,NY,21
Void,Hamilton,21,2014-11-04,U.S. House,,general,NY,34
Void,Jefferson,21,2014-11-04,U.S. House,,general,NY,0
Void,Lewis,21,2014-11-04,U.S. House,,general,NY,12
Void,St. Lawrence,21,2014-11-04,U.S. House,,general,NY,0
Void,Warren,21,2014-11-04,U.S. House,,general,NY,1
Void,Washington,21,2014-11-04,U.S. House,,general,NY,0
Void,Herkimer,21,2014-11-04,U.S. House,,general,NY,0
Void,Saratoga,21,2014-11-04,U.S. House,,general,NY,8
Void,Total,21,2014-11-04,U.S. House,,general,NY,87
Scattering,Clinton,21,2014-11-04,U.S. House,,general,NY,8
Scattering,Essex,21,2014-11-04,U.S. House,,general,NY,5
Scattering,Franklin,21,2014-11-04,U.S. House,,general,NY,6
Scattering,Fulton,21,2014-11-04,U.S. House,,general,NY,5
Scattering,Hamilton,21,2014-11-04,U.S. House,,general,NY,1
Scattering,Jefferson,21,2014-11-04,U.S. House,,general,NY,50
Scattering,Lewis,21,2014-11-04,U.S. House,,general,NY,6
Scattering,St. Lawrence,21,2014-11-04,U.S. House,,general,NY,13
Scattering,Warren,21,2014-11-04,U.S. House,,general,NY,15
Scattering,Washington,21,2014-11-04,U.S. House,,general,NY,10
Scattering,Herkimer,21,2014-11-04,U.S. House,,general,NY,0
Scattering,Saratoga,21,2014-11-04,U.S. House,,general,NY,22
Scattering,Total,21,2014-11-04,U.S. House,,general,NY,141
Total,Clinton,21,2014-11-04,U.S. House,,general,NY,20311
Total,Essex,21,2014-11-04,U.S. House,,general,NY,11479
Total,Franklin,21,2014-11-04,U.S. House,,general,NY,10797
Total,Fulton,21,2014-11-04,U.S. House,,general,NY,13941
Total,Hamilton,21,2014-11-04,U.S. House,,general,NY,2480
Total,Jefferson,21,2014-11-04,U.S. House,,general,NY,25044
Total,Lewis,21,2014-11-04,U.S. House,,general,NY,7009
Total,St. Lawrence,21,2014-11-04,U.S. House,,general,NY,26056
Total,Warren,21,2014-11-04,U.S. House,,general,NY,19664
Total,Washington,21,2014-11-04,U.S. House,,general,NY,15598
Total,Herkimer,21,2014-11-04,U.S. House,,general,NY,2784
Total,Saratoga,21,2014-11-04,U.S. House,,general,NY,26395
Total,Total,21,2014-11-04,U.S. House,,general,NY,181558
Richard L. Hanna,Chenango,22,2014-11-04,U.S. House,REP,general,NY,8561
Richard L. Hanna,Cortland,22,2014-11-04,U.S. House,REP,general,NY,7836
Richard L. Hanna,Madison,22,2014-11-04,U.S. House,REP,general,NY,11799
Richard L. Hanna,Oneida,22,2014-11-04,U.S. House,REP,general,NY,33313
Richard L. Hanna,Broome,22,2014-11-04,U.S. House,REP,general,NY,32840
Richard L. Hanna,Herkimer,22,2014-11-04,U.S. House,REP,general,NY,8928
Richard L. Hanna,Oswego,22,2014-11-04,U.S. House,REP,general,NY,7872
Richard L. Hanna,Tioga,22,2014-11-04,U.S. House,REP,general,NY,2425
Richard L. Hanna,Total,22,2014-11-04,U.S. House,REP,general,NY,113574
Richard L. Hanna,Chenango,22,2014-11-04,U.S. House,IND,general,NY,985
Richard L. Hanna,Cortland,22,2014-11-04,U.S. House,IND,general,NY,1127
Richard L. Hanna,Madison,22,2014-11-04,U.S. House,IND,general,NY,1996
Richard L. Hanna,Oneida,22,2014-11-04,U.S. House,IND,general,NY,5716
Richard L. Hanna,Broome,22,2014-11-04,U.S. House,IND,general,NY,3792
Richard L. Hanna,Herkimer,22,2014-11-04,U.S. House,IND,general,NY,1292
Richard L. Hanna,Oswego,22,2014-11-04,U.S. House,IND,general,NY,1146
Richard L. Hanna,Tioga,22,2014-11-04,U.S. House,IND,general,NY,223
Richard L. Hanna,Total,22,2014-11-04,U.S. House,IND,general,NY,16277
Blank,Chenango,22,2014-11-04,U.S. House,,general,NY,2398
Blank,Cortland,22,2014-11-04,U.S. House,,general,NY,2946
Blank,Madison,22,2014-11-04,U.S. House,,general,NY,4711
Blank,Oneida,22,2014-11-04,U.S. House,,general,NY,12315
Blank,Broome,22,2014-11-04,U.S. House,,general,NY,15578
Blank,Herkimer,22,2014-11-04,U.S. House,,general,NY,2235
Blank,Oswego,22,2014-11-04,U.S. House,,general,NY,2080
Blank,Tioga,22,2014-11-04,U.S. House,,general,NY,749
Blank,Total,22,2014-11-04,U.S. House,,general,NY,43012
Void,Chenango,22,2014-11-04,U.S. House,,general,NY,186
Void,Cortland,22,2014-11-04,U.S. House,,general,NY,2
Void,Madison,22,2014-11-04,U.S. House,,general,NY,1
Void,Oneida,22,2014-11-04,U.S. House,,general,NY,3
Void,Broome,22,2014-11-04,U.S. House,,general,NY,5
Void,Herkimer,22,2014-11-04,U.S. House,,general,NY,224
Void,Oswego,22,2014-11-04,U.S. House,,general,NY,5
Void,Tioga,22,2014-11-04,U.S. House,,general,NY,2
Void,Total,22,2014-11-04,U.S. House,,general,NY,428
Scattering,Chenango,22,2014-11-04,U.S. House,,general,NY,138
Scattering,Cortland,22,2014-11-04,U.S. House,,general,NY,72
Scattering,Madison,22,2014-11-04,U.S. House,,general,NY,276
Scattering,Oneida,22,2014-11-04,U.S. House,,general,NY,924
Scattering,Broome,22,2014-11-04,U.S. House,,general,NY,473
Scattering,Herkimer,22,2014-11-04,U.S. House,,general,NY,107
Scattering,Oswego,22,2014-11-04,U.S. House,,general,NY,61
Scattering,Tioga,22,2014-11-04,U.S. House,,general,NY,30
Scattering,Total,22,2014-11-04,U.S. House,,general,NY,2081
Total,Chenango,22,2014-11-04,U.S. House,,general,NY,12268
Total,Cortland,22,2014-11-04,U.S. House,,general,NY,11983
Total,Madison,22,2014-11-04,U.S. House,,general,NY,18783
Total,Oneida,22,2014-11-04,U.S. House,,general,NY,52271
Total,Broome,22,2014-11-04,U.S. House,,general,NY,52688
Total,Herkimer,22,2014-11-04,U.S. House,,general,NY,12786
Total,Oswego,22,2014-11-04,U.S. House,,general,NY,11164
Total,Tioga,22,2014-11-04,U.S. House,,general,NY,3429
Total,Total,22,2014-11-04,U.S. House,,general,NY,175372
Martha Robertson,Allegany,23,2014-11-04,U.S. House,DEM,general,NY,2832
Martha Robertson,Cattaraugus,23,2014-11-04,U.S. House,DEM,general,NY,5518
Martha Robertson,Chautauqua,23,2014-11-04,U.S. House,DEM,general,NY,10291
Martha Robertson,Chemung,23,2014-11-04,U.S. House,DEM,general,NY,6813
Martha Robertson,Schuyler,23,2014-11-04,U.S. House,DEM,general,NY,1652
Martha Robertson,Seneca,23,2014-11-04,U.S. House,DEM,general,NY,3328
Martha Robertson,Steuben,23,2014-11-04,U.S. House,DEM,general,NY,6409
Martha Robertson,Tompkins,23,2014-11-04,U.S. House,DEM,general,NY,14560
Martha Robertson,Yates,23,2014-11-04,U.S. House,DEM,general,NY,2050
Martha Robertson,Ontario,23,2014-11-04,U.S. House,DEM,general,NY,3818
Martha Robertson,Tioga,23,2014-11-04,U.S. House,DEM,general,NY,2962
Martha Robertson,Total,23,2014-11-04,U.S. House,DEM,general,NY,60233
